2400	21862.2910156250
2399	21834.0078125000
2398	21972.8203125000
2397	22205.2871093750
2396	22387.9687500000
2395	22431.2968750000
2394	22301.9238281250
2393	22124.1660156250
2392	22079.3730468750
2391	22151.3808593750
2390	22197.9257812500
2389	22207.3984375000
2388	22270.2304687500
2387	22375.5332031250
2386	22420.4687500000
2385	22395.5449218750
2384	22418.5761718750
2383	22556.0722656250
2382	22709.2578125000
2381	22728.9824218750
2380	22594.2929687500
2379	22439.8085937500
2378	22408.6484375000
2377	22488.8007812500
2376	22542.8007812500
2375	22520.0996093750
2374	22544.7480468750
2373	22721.2617187500
2372	22944.3105468750
2371	23011.3261718750
2370	22891.1582031250
2369	22774.7343750000
2368	22838.5292968750
2367	23046.6933593750
2366	23231.9667968750
2365	23291.1464843750
2364	23252.2285156250
2363	23214.6035156250
2362	23244.5507812500
2361	23293.8398437500
2360	23270.1562500000
2359	23203.6347656250
2358	23214.6738281250
2357	23306.4570312500
2356	23365.7949218750
2355	23363.5527343750
2354	23358.2578125000
2353	23332.5585937500
2352	23227.1679687500
2351	23099.6777343750
2350	23078.2343750000
2349	23189.9589843750
2348	23337.5371093750
2347	23395.6933593750
2346	23292.5332031250
2345	23079.3730468750
2344	22933.8144531250
2343	23000.4375000000
2342	23227.0078125000
2341	23441.5175781250
2340	23572.7011718750
2339	23702.0898437500
2338	23907.0683593750
2337	24148.0996093750
2336	24333.7031250000
2335	24424.9003906250
2334	24437.5605468750
2333	24391.2890625000
2332	24304.9550781250
2331	24225.7500000000
2330	24222.8476562500
2329	24331.5390625000
2328	24492.8359375000
2327	24566.0234375000
2326	24458.5878906250
2325	24261.6386718750
2324	24191.0957031250
2323	24350.3339843750
2322	24601.4960937500
2321	24722.6718750000
2320	24657.0039062500
2319	24549.1054687500
2318	24549.5332031250
2317	24654.4316406250
2316	24766.0410156250
2315	24836.5605468750
2314	24874.7089843750
2313	24871.6367187500
2312	24831.0937500000
2311	24831.1074218750
2310	24942.8691406250
2309	25121.7675781250
2308	25262.8183593750
2307	25310.5800781250
2306	25267.3007812500
2305	25187.3144531250
2304	25181.6601562500
2303	25294.3632812500
2302	25384.3515625000
2301	25302.1914062500
2300	25158.2070312500
2299	25214.6113281250
2298	25523.3945312500
2297	25855.5156250000
2296	25984.5332031250
2295	25894.0566406250
2294	25712.4804687500
2293	25561.2968750000
2292	25487.2207031250
2291	25482.7695312500
2290	25533.2128906250
2289	25626.6074218750
2288	25734.9433593750
2287	25834.6230468750
2286	25945.1269531250
2285	26095.1054687500
2284	26250.9628906250
2283	26331.8378906250
2282	26302.7636718750
2281	26220.8632812500
2280	26182.5625000000
2279	26232.7636718750
2278	26326.3671875000
2277	26386.6132812500
2276	26393.1835937500
2275	26379.0312500000
2274	26353.2675781250
2273	26296.6953125000
2272	26240.9726562500
2271	26272.4179687500
2270	26429.1074218750
2269	26653.6777343750
2268	26859.5058593750
2267	26983.9121093750
2266	26986.9238281250
2265	26885.3867187500
2264	26793.0214843750
2263	26837.7324218750
2262	27016.9550781250
2261	27196.7460937500
2260	27264.4394531250
2259	27233.3945312500
2258	27194.5351562500
2257	27206.0253906250
2256	27245.8535156250
2255	27267.5527343750
2254	27287.3867187500
2253	27369.4550781250
2252	27506.5351562500
2251	27592.4199218750
2250	27572.4843750000
2249	27545.5136718750
2248	27625.9570312500
2247	27760.5859375000
2246	27786.8085937500
2245	27661.3906250000
2244	27545.3164062500
2243	27630.7617187500
2242	27920.5429687500
2241	28222.9355468750
2240	28368.5429687500
2239	28381.0468750000
2238	28395.2324218750
2237	28462.6757812500
2236	28510.8867187500
2235	28456.6054687500
2234	28293.1406250000
2233	28102.3339843750
2232	28017.6679687500
2231	28104.5898437500
2230	28252.1972656250
2229	28290.5722656250
2228	28232.1777343750
2227	28252.6953125000
2226	28415.1230468750
2225	28588.8359375000
2224	28673.5117187500
2223	28716.5097656250
2222	28765.2812500000
2221	28785.7753906250
2220	28780.1464843750
2219	28824.1660156250
2218	28932.5546875000
2217	29017.8789062500
2216	29029.3222656250
2215	29025.8437500000
2214	29069.7988281250
2213	29134.3632812500
2212	29167.4726562500
2211	29189.9589843750
2210	29267.3144531250
2209	29403.9003906250
2208	29530.1816406250
2207	29604.5136718750
2206	29660.7031250000
2205	29722.5917968750
2204	29744.3378906250
2203	29695.0761718750
2202	29639.2226562500
2201	29656.9726562500
2200	29730.8671875000
2199	29786.9960937500
2198	29815.0683593750
2197	29870.2949218750
2196	29966.1894531250
2195	30034.3867187500
2194	30013.2421875000
2193	29938.0742187500
2192	29905.2675781250
2191	29953.5292968750
2190	30020.4765625000
2189	30031.7695312500
2188	29995.1523437500
2187	29978.3984375000
2186	30028.7285156250
2185	30147.1464843750
2184	30309.6582031250
2183	30477.4062500000
2182	30613.9667968750
2181	30725.9550781250
2180	30859.5742187500
2179	31025.5878906250
2178	31155.5117187500
2177	31170.7207031250
2176	31080.2187500000
2175	30972.2285156250
2174	30911.8144531250
2173	30884.9082031250
2172	30855.5664062500
2171	30838.4667968750
2170	30875.3066406250
2169	30963.1777343750
2168	31058.5957031250
2167	31143.0839843750
2166	31225.7265625000
2165	31281.2832031250
2164	31258.2539062500
2163	31172.6894531250
2162	31130.1601562500
2161	31213.8105468750
2160	31389.4453125000
2159	31552.2050781250
2158	31634.6152343750
2157	31643.7441406250
2156	31619
2155	31578.9902343750
2154	31506.5742187500
2153	31391.4277343750
2152	31292.5273437500
2151	31318.8378906250
2150	31504.4140625000
2149	31731.1464843750
2148	31836.5957031250
2147	31790.8593750000
2146	31712.4472656250
2145	31711.9902343750
2144	31780.5898437500
2143	31848.5253906250
2142	31898.6582031250
2141	31973.7363281250
2140	32089.0761718750
2139	32189.7089843750
2138	32215.9394531250
2137	32183.2460937500
2136	32162.8183593750
2135	32195.9687500000
2134	32265.1875000000
2133	32342.9570312500
2132	32425.4824218750
2131	32514.6347656250
2130	32600.0605468750
2129	32656.9824218750
2128	32641.6914062500
2127	32527.3398437500
2126	32387.3945312500
2125	32385.5410156250
2124	32597.2460937500
2123	32881.8984375000
2122	33031.0390625000
2121	33017.0664062500
2120	32988.4687500000
2119	33038.0429687500
2118	33101.3554687500
2117	33102.0273437500
2116	33079.3750000000
2115	33114.2460937500
2114	33200.8281250000
2113	33252.6875000000
2112	33203.3671875000
2111	33062.4882812500
2110	32895.8554687500
2109	32782.5976562500
2108	32777.9609375000
2107	32883.0507812500
2106	33040.6875000000
2105	33177.9179687500
2104	33266.2226562500
2103	33333.6250000000
2102	33409.7500000000
2101	33475.6289062500
2100	33490.6953125000
2099	33456.5664062500
2098	33418.0859375000
2097	33403.1835937500
2096	33402.7773437500
2095	33418.0273437500
2094	33479.6093750000
2093	33592.5937500000
2092	33700.5742187500
2091	33745.2968750000
2090	33740.7070312500
2089	33749.0585937500
2088	33796.6718750000
2087	33854.4218750000
2086	33896.1718750000
2085	33930.0429687500
2084	33960.0976562500
2083	33962.5742187500
2082	33933.1054687500
2081	33928.3906250000
2080	34015.5859375000
2079	34185.4179687500
2078	34354.3945312500
2077	34458.5664062500
2076	34510.0742187500
2075	34549.4804687500
2074	34579.3750000000
2073	34575.1250000000
2072	34537.7929687500
2071	34500.5976562500
2070	34490.3437500000
2069	34509.8476562500
2068	34550.1367187500
2067	34592.4648437500
2066	34608.7578125000
2065	34595.3476562500
2064	34600.4492187500
2063	34676.5664062500
2062	34803.3632812500
2061	34902.7187500000
2060	34941.3710937500
2059	34970.7031250000
2058	35038.1601562500
2057	35101.3671875000
2056	35073.5468750000
2055	34936.9570312500
2054	34773.4843750000
2053	34684.3710937500
2052	34701.8007812500
2051	34779.8789062500
2050	34856
2049	34912.6406250000
2048	34980.0429687500
2047	35085.5468750000
2046	35216.2578125000
2045	35336.5703125000
2044	35421.4726562500
2043	35457.9804687500
2042	35440.4257812500
2041	35394.6445312500
2040	35384.2773437500
2039	35447.2578125000
2038	35530.6562500000
2037	35534.8242187500
2036	35433.9453125000
2035	35316.4687500000
2034	35286.5703125000
2033	35350.1835937500
2032	35419.7929687500
2031	35418.1289062500
2030	35357.2109375000
2029	35319.2812500000
2028	35374.1523437500
2027	35517.2304687500
2026	35680.7265625000
2025	35796.6679687500
2024	35843.5781250000
2023	35836.6679687500
2022	35792.7500000000
2021	35723.0937500000
2020	35653.7617187500
2019	35626.4296875000
2018	35662.9101562500
2017	35737.3710937500
2016	35799.9570312500
2015	35830.9492187500
2014	35861.2148437500
2013	35930.4453125000
2012	36029.4453125000
2011	36096.5742187500
2010	36079.5468750000
2009	35997.0195312500
2008	35930.5390625000
2007	35952.8632812500
2006	36062.9179687500
2005	36182.9648437500
2004	36214.1406250000
